GPC;AttributeName;AttributeID;Description;Options;Required
10006242;Idioma;A2689438;Seleccione de la lista;Inglés|Alemán|Italiano|Portugués|Chino|Francés|Español|Japonés;true
10006242;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10006242;Género;CA-10000082;Seleccione de la lista;Pop|Cumbia|Electrónica|Hip Hop|Punk|Blues|Samba|Salsa|Funk|Reggaeton|Reggae|Tango|Folk|Ranchera|Disco|Flamenco|Merengue|Rock and Roll|Rap|Rock|Vallenato;true
10001449;Tipo de cinta;CA-10000081;Seleccione de la lista;Plástica|Metálica;true
10001533;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;true
10001531;Frecuencia radial;A2689455;Seleccione de la lista;FM|AM/FM|AM;false
10001530;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001527;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;true
10001525;Cuenta con ecualizador;A2152819;Indica si tu producto cuenta con ecualizador;Si|No;false
10001525;Cuenta con GPS;A2689309;Indica si tu producto cuenta con gps;Si|No;false
10001525;Pantalla táctil;A2689450;Indica si tu producto pantalla táctil;Si|No;false
10001525;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10001525;Frecuencia radial;A2689455;Seleccione de la lista;FM|AM/FM|AM;false
10001525;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10001529;Altavoz integrado;CL-A99900020;Indica si tu producto altavoz integrado;Si|No;false
10001526;Frecuencia radial;A2689455;Seleccione de la lista;FM|AM/FM|AM;false
10001526;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;false
10001526;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10001517;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10001517;Pantalla táctil;A2689450;Indica si tu producto pantalla táctil;Si|No;true
10001517;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;true
10005728;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;false
10005728;Tipo de entrada;CA-10000013;Seleccione de la lista;Coaxial|AV|VGA|HDMI|SD|AUX|AV1|DC|Mic|USB|RCA;false
10001518;Formato de reproducción;A2689273;Seleccione de la lista;DVD|AAC|FLAC|FLV|AVI|mp4|mp3|Blue-ray|wma|MKV;true
10001518;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;true
10001521;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;true
10001521;Tipo de entrada;CA-10000013;Seleccione de la lista;Coaxial|AV|VGA|HDMI|SD|AUX|AV1|DC|Mic|USB|RCA;true
10003776;Protección UV;CL-A99900439;Indica si tu producto protección uv;Si|No;false
10003776;Talla de montura;CA-10000148;Seleccione de la lista;Mediano|Pequeño|Grande;true
10005700;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10005700;Cuenta con puertos USB;A2734569;Indica si tu producto cuenta con puertos usb;Si|No;true
10005700;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005755;Infrarrojo;CL-A99900284;Seleccione de la lista;Si incluye|No incluye;false
10001492;Cuenta con control remoto;CL-A99900168;Indica si tu producto cuenta con control remoto;Si|No;false
10001510;Formato papel;CL-A88800102;Seleccione de la lista;C2|C4|Oficio|A4|B9|A3|Ejecutivo|A2|B4|B8|B6|C10|C7|A10|B5|A5|C3|A8|Legal|B10|C8|B3|A1|A9|C6|B7|C5|C9|B2|Carta|A6|Sobres|A7|B1|Doble carta|C1;true
10005232;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10002734;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10002734;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10006329;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;true
10003095;Tipo de tapón;CA-10000415;Seleccione de la lista;De inserción|Una magnética|Juan estándar|Un punto piloto|Una junta moldeada;true
10002867;Antideslizante;A3953770;Indica si tu producto antideslizante;Si|No;true
10006904;Tipo extintor;CA-10000414;Seleccione de la lista;Clase F|Clase D|Clase A|Clase C|Clase B;true
10002829;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;false
10003774;Tipo de espejo;CA-10000068;Seleccione de la lista;Fijo|Con iluminación|Portátil|Decorativo;true
10006376;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;false
10006380;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10002962;Clase de barra;CA-10000411;Seleccione de la lista;2|1|3|4;false
10002968;Clase de barra;CA-10000411;Seleccione de la lista;2|1|3|4;false
10002966;Clase de barra;CA-10000411;Seleccione de la lista;2|1|3|4;true
10002970;Tipo de espejo;CA-10000068;Seleccione de la lista;Fijo|Con iluminación|Portátil|Decorativo;true
10002979;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;false
10002979;Indicador de velocidad;CA-10000377;Indica si tu producto indicador de velocidad;Si|No;false
10002984;Tipo de luz;CA-10000017;Seleccione de la lista;LED|Fría|Neutra|Incandescente|Cálida;true
10002991;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;true
10002924;Índice de velocidad;CL-A99900294;;L|W|A7|A4|N|Q|D|S|B|T|A8|V|F|A5|U|A2|Y|K|C|J|H|A6|R|P|E|A3|A1|ZR|G|M;false
10006374;Tipo de frenos;A2338152;Seleccionar de la lista;Flotante|ABS|Sin frenos|Ventilado|V-brake|Fijo|Hidraúlico|Disco hidráulico|Ranurado|Disco|Disco mecánico;false
10006374;Tipo de llantas;CA-10000416;Seleccione de la lista;Toda temporada|Carretera|Especializadas|Sport|Carreras|Todoterreno|4x4;true
10006374;Sistema de dirección;CA-10000266;Seleccione de la lista;Mecánica|Electrohidráulica|Electromecánica|Hidráulica;true
10006772;Tipo de frenos;A2338152;Seleccionar de la lista;Flotante|ABS|Sin frenos|Ventilado|V-brake|Fijo|Hidraúlico|Disco hidráulico|Ranurado|Disco|Disco mecánico;false
10006772;Tipo de llantas;CA-10000416;Seleccione de la lista;Toda temporada|Carretera|Especializadas|Sport|Carreras|Todoterreno|4x4;false
10006772;Sistema de dirección;CA-10000266;Seleccione de la lista;Mecánica|Electrohidráulica|Electromecánica|Hidráulica;true
10006773;Tipo de frenos;A2338152;Seleccionar de la lista;Flotante|ABS|Sin frenos|Ventilado|V-brake|Fijo|Hidraúlico|Disco hidráulico|Ranurado|Disco|Disco mecánico;false
10006773;Tipo de llantas;CA-10000416;Seleccione de la lista;Toda temporada|Carretera|Especializadas|Sport|Carreras|Todoterreno|4x4;false
10006773;Sistema de dirección;CA-10000266;Seleccione de la lista;Mecánica|Electrohidráulica|Electromecánica|Hidráulica;true
10000772;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;false
10000771;Terapeútico;CA-10000313;¿El producto es Terapeútico?;Si|No;false
10000769;Cuenta con aromaterapia;CA-10000309;Indica si tu producto cuenta con aromaterapia;Si|No;false
10000770;Cuenta con humidificador;A2152800;Indica si tu producto cuenta con humidificador;Si|No;false
10000770;Temporizador;CL-A99900545;Indica si tu producto temporizador;Si|No;false
10000770;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10000770;Tipo de luz;CA-10000017;Seleccione de la lista;LED|Fría|Neutra|Incandescente|Cálida;false
10000770;Cuenta con aromaterapia;CA-10000309;Indica si tu producto cuenta con aromaterapia;Si|No;true
10000770;Niveles de salida;CA-10000310;Seleccione de la lista;Medio|Alto|Bajo;false
10000770;Cuenta con apagado automático;CL-A88800022;Indica si tu producto cuenta con apagado automático;Si|No;false
10000770;Ultrasónico;CA-10000312;¿El producto es Ultrasónico?;Si|No;false
10000770;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10000828;Control de temperatura;CL-A99900167;Indica si tu producto control de temperatura;Si|No;false
10000678;Luz encendido;CL-A99900322;Indica si tu producto luz encendido;Si|No;false
10000678;Control de temperatura;CL-A99900167;Indica si tu producto control de temperatura;Si|No;true
10000829;Luz encendido;CL-A99900322;Indica si tu producto luz encendido;Si|No;false
10000829;Control de temperatura;CL-A99900167;Indica si tu producto control de temperatura;Si|No;true
10000830;Cuenta con diseño ergonómico;CA-10000317;Indica si tu producto cuenta con diseño ergonómico;Si|No;false
10000830;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10000830;Tipo de luz;CA-10000017;Seleccione de la lista;LED|Fría|Neutra|Incandescente|Cálida;false
10000830;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;false
10000830;Cuenta con cabezal giratorio;CA-10000318;Indica si tu producto cuenta con cabezal giratorio;Si|No;false
10000831;Luz encendido;CL-A99900322;Indica si tu producto luz encendido;Si|No;false
10000375;Tipo de hoja de rollo;CA-10000321;Seleccione de la lista;Hoja sencilla|Doble hoja|Triple hoja|Hipoalergénica;true
10000384;Cuenta con diseño ergonómico;CA-10000317;Indica si tu producto cuenta con diseño ergonómico;Si|No;false
10000384;Antideslizante;A3953770;Indica si tu producto antideslizante;Si|No;false
10000781;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10000781;Tipo de luz;CA-10000017;Seleccione de la lista;LED|Fría|Neutra|Incandescente|Cálida;false
10005839;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005839;Temporizador;CL-A99900545;Indica si tu producto temporizador;Si|No;false
10005839;Tipo de luz;CA-10000017;Seleccione de la lista;LED|Fría|Neutra|Incandescente|Cálida;false
10005839;Control de velocidad;CA-10000319;Indica si tu producto control de velocidad;Si|No;false
10000373;Resistencia al agua;CL-A99900475;¿El producto cuenta con Resistencia al agua?;Si|No;false
10000373;Hidratante;CA-10000314;¿El producto es Hidratante?;Si|No;false
10000373;Tipo de piel;CA-10000316;Seleccione de la lista;Húmeda|Grasa|Seca;false
10000373;Edad recomendada;A2152826;Seleccionar la edad recomendada para el uso;Desde 1 año|Desde 5 años|Desde 17 meses|Desde 8 años|Desde 23 meses|Recién nacido|Desde 13 meses|Desde 22 meses|Desde 19 meses|Desde 2 años|Desde 3 años|Desde 12 años|Desde 15 años|Desde 14 años|Desde 14 meses|Desde 18 meses|Desde 9 meses|Desde 6 años|Desde 9 años|Desde 20 meses|Desde 3 meses|Desde 4 años|Desde 16 meses|Desde 10 años|Desde 15 meses|Desde 21 meses|Desde 6 meses|Desde 7 años;true
10000373;Superficie de aplicación;CL-A88800176;Seleccione de la lista;Granito|Hierro fundido|Cuero|Aluminio|Bronce|Fibra de vidrio|Plástico|Vidrio|Mármol|Yeso|Cobre|Porcelanato|Madera|Hormigón|Cerámica|Acero inoxidable|Piedra|Multiuso|Bimetal|Metal|Concreto;false
10003157;Tipo de lana;CA-10000285;Seleccione de la lista;Gruesa|Fina|Media;true
10003156;Superficie de aplicación;CL-A88800176;Seleccione de la lista;Granito|Hierro fundido|Cuero|Aluminio|Bronce|Fibra de vidrio|Plástico|Vidrio|Mármol|Yeso|Cobre|Porcelanato|Madera|Hormigón|Cerámica|Acero inoxidable|Piedra|Multiuso|Bimetal|Metal|Concreto;false
10006900;Tipo de panel de acceso;CA-10000433;Seleccione de la lista;Corrediza|Plegable|Bisagra;false
10002525;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;true
10002525;Resistencia a la compresión;CA-10000264;Seleccione de la lista;Categoría 1|Categoría 3|Categoría 2;true
10002528;Lavable;CL-A99900315;¿El producto es Lavable?;Si|No;true
10002518;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;true
10002518;Resistencia al tráfico;CL-A99900476;;Medio|Alto|Bajo;false
10002669;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;false
10002669;Resistencia al tráfico;CL-A99900476;;Medio|Alto|Bajo;false
10005560;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;true
10005560;Conectividad;A2351545;Seleccionar de la lista;HDMI|Apple CarPlay|Cableado digital|3G|Infrarrojo|Bluetooth|WIFI|Android auto|UHF digital|Analógico UHF|USB|Cualquier dispositivo|Cableado|4G LTE|4G;true
10005560;Conexión;CL-A99900157;Seleccione de la lista;Cableado digital|Inalámbrico|Infrarrojo|Bluetooth|UHF digital|Cableado|Analógico UHF;true
10002573;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;false
10002581;Estilo;CL-A88800309;Seleccione de la lista;Contemporáneo|Industrial|Casual|Moderno|Sin estilo|Barroco|Infantil|Clásico|Básico|Natural;false
10002579;Estilo;CL-A88800309;Seleccione de la lista;Contemporáneo|Industrial|Casual|Moderno|Sin estilo|Barroco|Infantil|Clásico|Básico|Natural;false
10003914;Tipo de llave;CA-10000132;Seleccione de la lista;Stilson|En L|Punta de corona|Rectas|Ajustable|Para tubos|De pipa;false
10002578;Tipo producto fijaciones;CA-10000371;Seleccione de la lista;Retráctil|Grapa|Adhesivos|Tarujo|Tornillos|Remache|Clavo|Perno|Fija|Golilla|Roscalata|Desmontable|Empotrable|Sobreponer|Gancho|Pinzas|Succión|Plegable|Hilo|Puntillas|Portátil|Tuerca|Tirafondo|Cinturón;false
10002578;Sistema de apertura;CA-10000168;Seleccione de la lista;Abatible|Tope|Touch|Pivotante|Izquierda|Superior|Una hoja móvil y una fija|Izquierda y derecha|2 hojas móviles|Hoja|Guillotina|Manual|Proyectante|Derecha|Plegable|Con tapa|Fija|Celosía|Corrediza|Vaivén|Sin tapa|Oscilo batiente|Digital|Pedal;true
10002577;Estilo;CL-A88800309;Seleccione de la lista;Contemporáneo|Industrial|Casual|Moderno|Sin estilo|Barroco|Infantil|Clásico|Básico|Natural;false
10002577;Tipo cierre;A1978671;Selecciona de la lista ;Presión|Normal|Cerradura|Rosca|Cremallera|Tapa cierre suave|Cierre Suave|Hebilla|Sin cierre|Candado|Cierre hermético|Botón|Cierre plástico|Imán|Tapa normal|Clip|Cierre metálico;false
10002570;Tipo de aislación;CL-A99900524;Seleccione de la lista;Acústica|Sin aislación|Acústica y térmica|Térmica;false
10002570;Sistema de apertura;CA-10000168;Seleccione de la lista;Abatible|Tope|Touch|Pivotante|Izquierda|Superior|Una hoja móvil y una fija|Izquierda y derecha|2 hojas móviles|Hoja|Guillotina|Manual|Proyectante|Derecha|Plegable|Con tapa|Fija|Celosía|Corrediza|Vaivén|Sin tapa|Oscilo batiente|Digital|Pedal;false
